,Filenumber,Answer
431,1237,बिहार से हमारे दोस्त पूछ रहे हैं कि यह बताइए कि लड़की को कैसे पटाया जाता है वह हो इसका कोई फार्मूला है क्या पटाने का फार्मूला मिल जाए तो हमें जरूर बताइएगा कि क्या है यह पहेली नहीं क्या होता है अभी तक तो हम इसी बात को लेकर थोड़ा सा कंफ्यूज है दोस्त ऐसा कुछ नहीं होता आप पहले दोस्ती का हाथ बढ़ाइए कम से कम एक दूसरे को जाने पहचाने कुछ एक अच्छा प्यारा रिश्ता बने उसके बाद आप मोहब्बत की बात कर सकते हैं आपने कपूर आदि पटाना पटाना भूल जाइए प्लीज प्रभु से बोलिए कम से कम एक अच्छा तो लगता है एक प्यारा पर तो है उसमें जैसे कि मैं हमेशा बोलती हूं पहले दोस्ती और फिर प्यार और इत्यादि इत्यादि ठीक है जी दोस्तों आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
432,228,हमारी दोस्त शायद वही दोस्त है जो कि मुंबई से उन्हें अभी पूछा था वह फिर से पूछ रहे हैं कि सारिक संबंध कितनी बार होना चाहिए कितनी बार होना चाहिए मतलब किस में दिन में हफ्ते में महीने में कि जिंदगी भर वैसे भी ऐसी कोई फर्क नहीं पड़ता कितनी बार होता है यह तो हर किसी का अपना अलग का सिस्टम होता है दोस्त कभी किसी को ज्यादा पसंद होता है एक से ज्यादा किसी को नहीं पसंद होता है किसी को 2 दिन में कभी किसी को 3 दिन में कभी तो कोई ऐसी बात नहीं हो पार्टनर सेक्स के लिए तैयार है सहमति रखते हैं दोनों पार्टनर से रजामंद है आपको जैसे करना है आप कर सकते हैं बस हम लोग से गिरा देते हैं कि फोर्ड इकोस्पोर्ट मत करना कि अभी लिंग में तनाव आया नहीं आ बार-बार अपना को तनाव देने की कोशिश करेंगे तो सेक्स को इंजॉय नहीं कर पाएंगे ठीक है ना उस दिन ऐसे पाटने की शरीर को भी सर्विस करने का टाइम चाहिए होता है बार-बार उत्तेजित करेंगे तो इतना मजा नहीं आएगा बल्कि दर्द भी हो सकती है तो ऐसे में दोनों पार्टनर्स वेडिंग बॉडी रेडी है आप जितनी बार भी करना चाहे आप कर सकते हैं बस पार्टनर की रजामंदी और सहमति बहुत जरूरी है कि याद रखेगा दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने नंबर 5 दबाएं
433,200,हमारे दोस्त पूछ रहे हैं बहुत अच्छा सवाल पूछ रहे हैं आजकल की बहुत चर्चा में भी है कि सेक्स करने की सही उम्र क्या होनी चाहिए वह क्या नहीं कि थोड़ी-थोड़ी बच्चे भी आजकल सेक्स कर लेते हैं और वह भी कह रहे हैं कि मैं अमिताभ की शादी का जल्दी कर देगी तो बची तो सेक्स करेंगे इसे कम उम्र में तो क्या हमारी राय है इसकी पर वह कह दे कि यह नहीं होना चाहिए अगर में हम क्या कह रहे हैं कि यह बेटर होगा कि पार्टनर सेक्स के बारे में अच्छी तरह से जान लें कि वह शरीर में मन में इमोशन में है ना आपकी भावनाओं के ऊपर इसका क्या असर होने वाला है उसकी पूरी तैयारी कर लीजिए चाहे आपकी उम्र 16 हो या 18 को या 28 को कोई दूसरे के साथ इसका कोई जवाब नहीं होता क्या का आज बर्थडे 18 साल का हो गया तो आज से अब तक से तैयारी कोई जरूरी नहीं है और इससे पहले भी तैयार हो सकते हैं लेकिन आप देखने के लिए कहते हैं कि सोच समझ कर कीजिए क्योंकि बाद में फिर आपको बुरा लगता है या आप सब कुछ करते हैं गिलानी में सूट करता पादने का भी सिलेक्शन अच्छी तरह से कर लीजिए कि वह कौन सा व्यक्ति है जिसके साथ में अपना शरीर बांटने जा रहा हूं या जा रही हूं क्या वह बहुत अच्छे हैं मेरे लायक है मेरी इज्जत करेंगे यह सही बात भी सोची और फिर 30 अप्रैल डीजे मूवी कोई बंटी डिस्टिक सैनी की प्रदेश अध्यक्ष करना पहली बार नहीं करना कोई जरूरी नहीं है पार्टनर की बॉडी भी जान लीजिए आपकी बॉडी कैसे लिया करती है यह भी जान लीजिए ना और फिर उसके हिसाब से जल्दी आप अपने आप को तैयार समझे आप कर लीजिए किसी जोर जबरदस्ती के बिना किसी प्रेशर की बिना किसी की कुछ बोले अपने मन से देखिए इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
434,214,हमारी दोस्त करें कि एक लिंग संबंधी समस्या है उन्हें रोकने के लिंग को हिलाने पर जो है ना वीर्य बाहर आ जाता है तो ऐसा क्या इसकी वजह से दिमाग पर कोई असर पड़ता है लाने का मतलब हस्तमैथुन अगर साथ में करेंगे तो देश में होगी उत्तेजना की वजह से लिंग में से तनाव आएगा और वीडियो भी आएगा ठीक है यह उसकी प्रक्रिया है इस दिमाग में कोई दिमाग कैसे नहीं पड़ने वाला और कहीं पर भी असर एचडी को लेकर बैठे भावना को लेकर भेजें कि मैं बहुत गलत कर रहा हूं बहुत खराब काम कर रहा हूं की रानी महसूस कर रहा हूं तो उसको पता होगा टेंशन महसूस होगा लेकिन अपने आप वीर्य निकलने से यहां कदर करने से दिमागी तौर पर तो कोई फर्क नहीं पड़ने वाला सवाल का जवाब पसंद आया अभी अपने फोन में नंबर 5 दबाएं
435,39,हमारी प्यारी सहेली कह रही है कि उसी क्रिकेट बहुत अनियमित हैं दो-तीन महीने के बाद आते हैं 3 हफ्ते रहते हैं तब क्या वजह हो सकती है और वह कम से कम रेडियो के तो बताना हमें नहीं पता आपको फ्री अपने आप को एक निकले मत कीजिए आपने किसी को इग्नोर मत कीजिए कृपया करके डॉक्टर के पास जाइए आप लोग मंदिर पहुंच जाते हो जब कोई मुसीबत होती है अभी कौन सा डॉक्टर के पास ही जाते जिसके पास आपकी कुछ नहीं कुछ समस्याओं का निदान है तो सही कम से कम फेसबुक जी आपने जो अच्छा कीजिए डॉक्टर के पास जाइए
436,215,हमारे दोस्त पूछ रहे हैं कि क्या अगर आप कोई मेडिकल जांच करवाएं तो क्या इसके द्वारा पता चल सकता है कि लड़की ने सेक्स किया है या नहीं यह सवाल ना बड़ा 5050 किशन का सवाल है ऐसा जवाब दिया अभी मुश्किल है मैं कोशिश कर रही हूं उम्मीद करती हूं कि आप समझ जाएंगे जब हम मेडिकल जांच करवाते हैं तो हमें जांच करवाते हैं कि लड़की की योनि के अंदर जो गीली होती है वह टूट गई कि नहीं अगर टूट गई तो अंदाजा लगाया जाता है सेक्स से पहले क्या हो सकता साइकिल चलाने से घोष आरईसी 3 से बात करना बैठ कर पहुंचा करना करना वोट परसेंटेज कि यह भी कहते हैं कि योनि में ढीलेपन की वजह से लेकिन जो डॉक्टरी जांच होती है मेडिकल छोटी है उसका पूरा भरोसा किया जा सकता है मैं तो कहूंगी नहीं दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
437,2,हमारी कौन सी प्यारी सी कॉलोनी पूछा है कि हार्मोन क्या है उसे क्या हानि होती है फुल फॉर्म है ना वही तस्वीर में जो आपकी बॉडी आई कारण बना के रखता है आपकी पीरियड का अंदर जो महावारी के चक्र चलता है वही कैसे विकसित हो रहा है वह एचडी में एक है दो कि ज्यादातर महिलाओं में होते हैं कैस्ट्रेशन और पूरी मात्रा में प्रोजेस्टेरोन तीन चीज में होती है इसमें कोई हानि नहीं है
438,201,हमारी दोस्त पूछे कि लिंग में से करण बाजार क्यों आता है खासतौर पर जब उत्तेजना होती है क्योंकि यह कोशिश ना की निशानी है दोस्तों निशानी इसलिए है क्योंकि इतना ही बनती है जब लिंग में उत्तेजना हो या सेक्स करने की बात ना हो तो एक चिकना एक ही बार आती है जो कि धीरे से पहले आ रही है इसका अंग्रेजी में 3 कम बोलते हैं और आपकी जानकारी के लिए बता दें कि यह जो फ्री कम है ना देखने में तो बिल्कुल सच है थोड़ा तैयार है लेकिन उसके अंदर कभी-कभी शुक्राना हो सकता है इसकी वजह 102 फीट नीचे को लगेगा पता चले कि फ्री कम से ही कुछ हो जाए तो बहुत मस्ती हो जाएगी ठीक है अपना ख्याल कीजिए दोस्तों इस सवाल का जवाब पसंद आया तो अभी अपने नंबर 5 दबाएं
439,229,हमारे दोस्त कहने की 10 साल हो गए शादी को लेकिन अभी उनको बचा नहीं है तो इसका क्या कारण हो सकता है ऐसे दोस्त आज 10 साल हो गए आपने कोई ना कोई तो उपचार करवाया होगा कोई ना कोई डॉक्टर से तो कुछ चला रही होगी अपने अपने पार्टनर पार्टनर के पत्नी के आप एक टेस्ट करवाए होंगे तो उसने कुछ नहीं आया क्या जो आमतौर पर हम कहते हैं कि 3 साल के बाद अगर आप चर्चा कर रहे हो तब तक 3 साल तक ना हुआ हो तो उसके लिए आपको पूरी जांच कराने होते हैं प्रॉब्लम हो सकती है या दोनों तरफ तेरा कोई कमी या कुछ ऐसे हो सकता है चाहे आदमी में चाय और अपने दोनों में से हो सकता है और उसके अलावा और कोई बच्चे नहीं होनी चाहिए जो भी बचे हैं आपको जान शौर्य का पंजीकृत तेरी मिलकर बता चलेगी और कोई ऐसी कोई वजह नहीं हो सकती अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
440,1236,हमारे दोस्त कह रहे हैं कि वीर्य को बढ़ाने के लिए क्या करना चाहिए इसके बारे में आपको कोई कंट्रोल है नहीं मेरे को बढ़ाने के लिए वैसे भी हाथ की जांच नहीं करते कि गाना है कि कम है कि गाय की ज्यादा ही कम है कि आपको नहीं पता चलेगा आज डिस्चार्ज हो रहा है और ठीक तरह से हो रहा है आप उसी के साथ संतुष्ट से आगे बढ़ाने की कोई जरूरत नहीं है आप ज्यादा धीरे के साथ क्या कर लेंगे तो जैसे बॉडी कर रही है उसको करने दीजिए दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
441,1222,हमारे दोस्त ने वो कहने की महावारी के बारे में हमें जानकारी चाहिए तो मैं आपको पहले से तुझे करूंगी कि आप एक अच्छी रिलायबल वेबसाइट में पढ़ लीजिए ताकि आपको कम से कम कुछ देख के कुछ चित्र देखकर आपको कुछ आईडिया हो जाए महाभारत में वह है जो कि महिला के शरीर के अंदर यानी कि उसे गर्भाशय में पूरे महीने के दौरान 1% यह सोचती है कि मेरे अंदर एक अंडा आदमी औरत का अंडा मिक्स आएंगे वह निश्चित वहां पर रुकेगा इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
442,1342,हमारे दोस्त हैं छत्तीसगढ़ से कुछ सवाल पूछ रहे हैं चुनी एक दो नहीं तो आपने बहुत सारे मेडिको के बारे पूछे हैं जैसे कि हम आप गाड़ी दूध में कितने पोषक तत्व होते हैं कितने होते हैं यह तो हमें नहीं लेकिन बहुत सारे होते हैं और मां को देखने की शुरुआत में बच्चे को दूध पिलाना चाहिए उसकी सेहत के लिए बहुत अच्छा है और दूध बन रहा है दूध नहीं बन रहा है तो वह कोई अच्छी हो सकती है इसमें कोई ऐसी गंभीरता की बात नहीं है आप डॉक्टर से सलाह कर सकते हैं आपने पूछा है कि कितने समय तक वहां पर आना चाहिए आपको मालूम है कि आमतौर पर 6 महीने का दिया जाता है ताकि महीने का बच्चे को दूध पिला दे लेकिन हमारे क्या करते हैं ना हम लोग तो बहुत जल्दी बचे को और चीजें भी देना शुरू कर देते हैं जैसे की दाल का पानी और यह केला और यह सब दही लस्सी दूध शहद बगैरा बगैरा उसके लिए भी तो फिर आपने पूछा है कि लड़कों की अपेक्षा लड़कियों की आवाज पति की होती है लड़कियां इतनी लंबी क्यों नहीं होती जितना लड़की और मौत का खेल है जो लड़कों की आवाज तो टूट जाती है उनका जो गले में जो वॉइस बॉक्स होता है वह पूरा तब्दील हो जाता है लड़कियों की आवाज में सांप में आ जाती है जब किशोरी अवस्था में आती हैं और रही बात लंबाई कि वह भी उनके ऊपर डिपेंड करता है कि डिपेंड करता है आपकी गुणसूत्र के ऊपर भी कई लड़कियां बहुत लंबी होती हैं लेकिन अपेक्षा कर देखिए कंपैरिजन करें तो हम उसके बड़े पैन कार्ड फिर भी अपनी जानकारी एक बार किसी पुख्ता डॉक्टर से पकी करवाएगा दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
443,1356,हमारे दोस्त पूछ रहे हैं कि राजस्थान से माहवारी के दौरान सेक्स किया जा सकता है कि नहीं यस यस किया जा सकता है बस यह है कि थोड़ा सा वहां पर गिला पानी अथवा साथ चिपचिपा पानी ज्यादा हो तो आप नीचे एक का कोई कपड़ा आ गया कोई तो लिया है कुछ बिछाकर आप कर सकते हैं लेकिन दोस्ती करना चाहती हैं कि वह आपके साथ सेक्स करें कीरत के द्वारा जुकी भाई जी बहुत सारी महिलाओं को बहुत अच्छा लगता है उस टाइम पर क्योंकि शरीर एलाइक्स चेतन को मालूम है कि प्रेगनेंसी का कोई खतरा नहीं है एक चिकनाई बन रही होती है और हार्मोन का लेवल भी ऊंचा रहता है तो वह भी इंटरेस्टेड मौसम तोहर बहन चाहिए अगर बुरा मानते हैं तो आप आगे बढ़ेंगे वरना आप आगे नहीं बढ़ेंगे ठीक है जी ऑल द बेस्ट पसंद आया तो अभी अपने फोन में 5 दबाएं
444,1183,देखो जी जी आगे हमारा सबसे प्यारा क्वेश्चन नहीं नहीं सुनती नहीं है लेकिन फिर भी हम कह रहे हैं नहीं नहीं नहीं ऐसी कोई बुरा तो नहीं पड़ने वाला है तो क्या हो जाएगा क्या लिंग टूट के गिर जाएगा तो नहीं होने वाला अगर आपको इस सवाल का जवाब पसंद आया फोन में नंबर 5 दबाएं
445,177,हमारी श्वेता से तेजी से बात पूछ रहे हैं कि क्या पीछे से सेक्स कर सकते हैं आप इस बार को कह रहे हैं कि उनकी वाइफ के बारे में भी पूछ रहे हो क्या रहता है ऐसा क्यों है लिंग जिला नहीं रहता है क्या होता है कि सेक्टर 11 चिपचिपा पदार्थ आता है जिसको अंग्रेजी में प्रीतम कहते हैं तो उसे उसकी वजह से आपको लग रहा है कि ढीलापन हो रहा है और अगर उसके इलावा भी अगर लिमिट पानी बाहर आता जा रहा है तो फिर आप एक डॉक्टर को दिखाएंगे गुदामैथुन आप कर सकते हैं आपकी बात नहीं से तैयार हैं आपके साथ यह करने के लिए जाती हैं तभी आप कर सकते हैं धन्यवाद दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
446,6149,हमारी दोस्त पूछेंगे सेक्स की जानकारी के लिए क्या कोई संस्था है या कोई टोल फ्री नंबर है तो बता दीजिए आप जानते हैं ना सकी कही अनकही बातों के ऊपर भी हमारी एक नंबर है जिसको आप डायल कर सकते सवाल जवाब जानू जिसको हम कहते हैं वहां पर आपको बेसिक इनफार्मेशन तो मिल ही जाएगी वह टोल फ्री नंबर भी है इसके अलावा एंड पहुंचने के लिए जो संस्थाएं थी वह बंद हो गई है जो कि सेक्स के पर खुली जानकारी दिया करती थी बैरल अगर आपको कुछ पूछना है तो आप यहां राखी जी हां जरूर पूछो ठीक है बाबू सवाल-जवाब जा रहे हमारे लिए लाइन पर आप एक बार उसको भी चेक कर लीजिए ठीक है अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपनी फोन नंबर 5 दबाएं
447,1140,हमारी दोस्त उसी की डिलीवरी के कितने दिनों बाद सेक्स आप कर सकते हैं इसका एक जवाब देना बहुत ही मुश्किल है कठिन है क्योंकि यह बिल्कुल आपकी पार्टनर के बडे पेंट करते हैं कि उन्हें क्या अच्छा लगता है कि वह कर पाएंगे कि नहीं वह करना चाहती हैं नहीं उनका शरीर अभी कैसे रेस्पॉन्ड कर रहा है यह सारी चीजें आपको पहले उनके साथ चेक करनी होंगी ठीक है अभी उनकी होती है ठंडी होती है मम्मी डर गई हो सकता है कि आप मैसेज कर हो जाऊंगा कि आप के साथ देखिए थोड़ा सा चर्चा कीजिए करेगी आसपास के लोगों की भी सुने कि उनका बैठना भी करेगी व्हाट्सएप सेक्सी करेगी नहीं तो जरा अति अधीक्षक हो जाएगी तो आपके सिर की जिम्मेवारी कम कीजिए और कुछ लाख दीजिए अलग तरीका यूज़ कीजिए पूछने का कि वह क्या करना चाहती हैं कब करना चाहती हैं ठीक ईएसआईसी से आपका उनसे पहले पता लगा लीजिए फिर आपने एक और से बात पूछा है वह यह है कि कितने दिनों के बाद सेक्स कर सकते हैं और यह कैसे करें कि जिस दिन 4 साल का बच्चा ना हो पाए अगर उनका पीरियड वापस आ गया है उनका महीना वापस आ गया है या उन्होंने बच्चे को ऊपर से दूध पिलाना शुरू कर दिया तो आपको गर्भनिरोधक का इस्तेमाल करना ही होगा बच्चे को दूध पिला रही है तो कोई दवाई नहीं ले सकती आपको कंडोम यूज़ करना ही होगा बी वेरी केयरफुल वह कभी भी प्रेग्नेंट हो सकती है तो यह सारी बातें भी आपकी याद रखें थैंक्यू हमें फोन करने का ओके दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
448,1154,अरे दोस्त बाड़मेर से हैं पूछेंगे क्या योनि के अंदर वीर्य नहीं ठेर पाता है जितना भी इस्तेमाल होना होता है ना जो कि आप कह सकते हैं गर्भाशय तक जितना पहुंचना होता है शुक्राणु बाकी कोई अंधा कुआं तो है नहीं वह कि वीर्य में रुकेगा तो बस भाई दे उसे घर जाना है जिंदगी भर ऐसा नहीं होता जैसे कि सफेद पानी बाहर निकलता है कैसे उसको बाहर निकालना है और शुक्राणु कितने ऊपर पहुंचा था वह अपने आप तेजी से दौड़ के ऊपर चला जाता है अगर अंडर 19 ऊपर जाकर फिर वहीं पर उसका खंडन हो जाता है कोई प्रॉब्लम की बात नहीं है सो अगर आपकी सवाल का जवाब दो तो नहीं वह अंदर नहीं ठहरता है अपने आप बाहर वीर्य आ जाता है ठीक है यह हो नहीं होना है दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
449,1168,मदीना की स्टिल मारी दोस्ती जनसभा पूछ रहे हैं मैं जल्दी से सब का जवाब दे देती हूं एक तो पूछे कि वही सही उम्र कब है यह लड़का लड़की के सेक्स करने के उनके नासिक की भावना कब आती है कुछ नहीं कह सकता लड़का लड़की अलग है सेक्स करने की भावना भी अलग है कोई तिथि अनुकरण करके नहीं बैठ सकते कि 20 दिन से शरीर में भावना आ जाएगी सेक्स करने की यह हम नहीं कह सकते कब लगेगा सकते हैं वह हर किसी के पर अलग होता है उनकी चीन की तैयारी के हिसाब से उनकी सहमति के साथ एक लड़की की मासिक धर्म का सीमेंट से कोई ताल्लुक है नहीं वह एकनाथ सी क्रिया है जो फ्री में चलेगी मासिक धर्म और यह जो है यह फीलिंग है सेक्स करने की भावना है उसका एक दूसरे से संबंध नहीं है आपको एक स्थिति से मैं कहना चाहती हूं क्योंकि मुझे लगता है कि नेपाल में अभी भी बात है वह यह है कि 18 साल से कम उम्र की महिला के साथ 18 साल से कम उम्र के व्यक्ति के साथ सेक्स करना रेप है ठीक है जी जो आज की तारीख में जो लड़का और लड़की 18 साल से कम के साथ किया उसको आप जेल जा सकते हैं उसने सत्ता है पावर हैं उनका शरीर भी तैयार नहीं है उसे हम लोग सही नजर से नहीं सही बात नहीं मानते हैं एक तो यह है वह भी है और अनैतिक भी है और आप को 18 सीट से कम उम्र मैं तो लड़की का पीड़ा नहीं जाएगा यदि आप यह काम बना रहे हैं तो याद रखिए आप बहुत ही खतरनाक हैं तो ऐसे मत कीजिए दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
450,188,हमारी दोस्त पूछ रही है कि पान मसाला खाने से क्या नुकसान है ना कि पान मसाला खाने से नुकसान है वापस आप खाते हैं उसको बिल्कुल बंद कीजिए जितनी जल्दी कर सकते हैं लेकिन फिर भी क्योंकि हमने आपको दोस्तों अगर आपको इस सवाल का जवाब बस अपनी फोन में नंबर 5 दबाएं
451,6161,महाराष्ट्र से हमारे दोस्त पूछे हैं कि यदि उनकी बीवी लाइफ पाटनर है ना मुख मैथुन करते वक्त अगर वीर्य उनके अंदर चला जाता है वह पी लेती हैं वह कह रहे हैं तो क्या यह कोई नुकसान है और वह जाना चाहते हैं कि यह क्या कोई गलत है क्या नुकसान है और गलत भी नहीं है इसके लिए रेडी है तू अगर उनको ठीक लग रहे हैं वह सेक्सी मानती हैं तो प्रॉब्लम से कोई फायदा भी नहीं होने वाला दुनिया में सीने की जो कि बहुत फायदा करती है वीडियो में से एक नहीं है तो उससे मत भेजिएगा और इसे कुछ गलत है या कुछ बुरा है नहीं ऐसा भी नहीं है कि आप दोनों के बीच की बात है अगर आपको ठीक लग रहा है यानी कि वह इस चीज से कांस्टेबल है विक्रम से बने भाजपा ने कर्म को बिल्कुल भी ना महसूस हो रही है वह गंदा लग रहा है तो फिर तो यह करना ठीक नहीं होगा ना कि पैर भी नहीं होगा तो आप दोनों टाइप कीजिए और सुना दो अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
452,1133,हमारी दोस्त महाराष्ट्र की पूछ रहे हैं कि अच्छा सेक्स करने के लिए लिंग की लंबाई कितनी होनी चाहिए मैंने पहले भी कहा है अच्छा सेक्स करने की लिंग की लंबाई या उसकी ऊंचाई से कोई फर्क नहीं पड़ता आपके अंदाज पता कि आप देख कितना अच्छा करते हैं अपनी पार्टी को कितनी होते जान ले पाते हैं इत्यादि ठीक है ना फिर भी औसत यानी कि आप एचपी लैपटॉप लिंग होना चाहिए 2:30 पर तनाव की स्थिति में एक साथ कर सकते हैं ठीक है पैसे से कम हो तो डॉक्टर को दिखाइए तनाव की स्थिति में ढाई इंच से ऊपर ओके दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर
453,6106,हमारे दोस्त हैं महाराष्ट्र औरंगाबाद से पूछ रहे हैं कि गर्भवती महिला के साथ सेक्स करने से उसका क्या इफेक्ट हो सकता है हां हो सकता है तो इसलिए कहा जाता है कि पहले कितने महीने बाकी के 3 महीने में आप ध्यान रखें तो बैठे रहेगा और खासतौर पर शरीर के ऊपर शरीर नहीं होना चाहिए वह भी आप देख लीजिए और आदमी का डिस्चार्ज औरत के अंदर गर्भवती के समय नहीं होना चाहिए यह भी आप देख सकते हैं इसके अलावा जो उन्हें पसंद हो जो बोल सोनी कंपनी लग रहा हो वही आप करिए और अगर नहीं लग रहा हो वह नहीं सेक्स करना चाहती तो मत करिए ओके लड़कियां देखते हैं ना कि हम था दोनों गाड़ी के चले जाते हैं नहीं चाहते ना अपना मत का इस्तेमाल करते हैं दिमाग लगाते हैं कि नहीं गाड़ी आ रही है मुझे नहीं करना चाहिए बस वही चीज है अगर आप को सेक्स नहीं करना तो मना कर दीजिए उसी से दूर हो जाएगी वही बात आ रही है इसलिए मैं कर रहा हूं मैं कोई मजबूरी थोड़ी ना तो बस इस बात को याद रखेगा इस सवाल का जवाब पसंद आया अभी अपने फोन में नंबर 5 दबाएं
454,6112,हमारे दोस्त होते हैं कि उनकी गर्लफ्रेंड कैसे बनेगी जरा बताया जाए और वह यह भी कह रहे हैं कि वह बाद में जो है उनसे शादी भी करना चाहते हैं कि हमें और कुछ सलाह देनी ओके लिखी एक चीज से मुझे बहुत अच्छी लगी कि आप पहले बॉयफ्रेंड बनाने की सोच रहे हैं और फिर ही कह रहे हैं कि आप शादी करेंगे हमें आता नहीं है कोई जरूरी नहीं है कि जिसको हम को शादी करनी है क्या पता जिंदगी आप दोनों को कहां ले मथुरा में क्या नदी की दूरी बन जाए है ना मेरा गर्लफ्रेंड तो हम वैसे ही बनाते हैं जैसे कि हम किसी और अच्छे खासे दोस्त को बनाते हैं आप जब किसी तरफ दोस्ती का हाथ बढ़ाते हैं तो क्यों करते हैं कैसे करते हीरो सप्लाई करते हैं दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
455,110,इलाहाबाद से हमारी शुद्ध पूछते हैं कि गर्भावस्था के दौरान क्या सेक्स करना चाहिए इसका जवाब हां और ना में देने की 3 महीने की निकली योनि के अंदर डिस्ट नहीं होना चाहिए किसी भी हालत में आप सेफ करें भी डिस्चार्ज नहीं होना चाहिए कोशिश कीजिए कि सेक्सी अगर आप करें तो जिस में पहुंचे जिसमें पोजीशन साथियों को ठीक लगे उसके साथ क्या करेंगे ठीक है साइट पर बैठे रहेगा आप भी कह रहे हो कि आप देखेंगे कि ऐसे आपको इनकम टैक्स एक्ट लोग उसको धीरे-धीरे बोलते जा रहे हैं अभी जवाब दिया है कि लड़कियों में वीर्य नहीं बनता है लेकिन सफेद पानी का होता है लड़कियों का योनि में जो किला बना जो सफेद पानी होता है उसे इजाफा होता है वह बढ़ता है तो बलवती होती है आप कह सकते हैं कि जैसे बाहर निकलता है यह सब बहुत ही कम होता है ज्यादातर रूप में देखा जाता है लेकिन इतना ज्यादा नहीं है ऐसे आदमियों का इजाफा जरूर होता है पर होती है आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
